id,Name,path,url
2184,Designers/All Designers/Splendid/,1/2/1517/1898/2184,/designers/all-designers/splendid.html
2185,Designers/All Designers/St. Kilda/,1/2/1517/1898/2185,/designers/all-designers/st-kilda.html
2186,Designers/All Designers/Steven Alan/,1/2/1517/1898/2186,/designers/all-designers/steven-alan.html
2187,Designers/All Designers/Stone Cold Fox/,1/2/1517/1898/2187,/designers/all-designers/stone-cold-fox.html
2189,Designers/All Designers/Sunahara/,1/2/1517/1898/2189,/designers/all-designers/sunahara.html
2190,Designers/All Designers/Sunday Somewhere/,1/2/1517/1898/2190,/designers/all-designers/sunday-somewhere.html
2191,Designers/All Designers/Suno/,1/2/1517/1898/2191,/designers/all-designers/suno.html
2194,Designers/All Designers/T By Alexander Wang/,1/2/1517/1898/2194,/designers/all-designers/t-by-alexander-wang.html
2599,Designers/All Designers/T By Alexander Wang/Clothing/,1/2/1517/1898/2194/2599,/designers/all-designers/t-by-alexander-wang/clothing.html
2196,Designers/All Designers/Tai Jewelry/,1/2/1517/1898/2196,/designers/all-designers/tai-jewelry.html
2197,Designers/All Designers/Tara Jarmon/,1/2/1517/1898/2197,/designers/all-designers/tara-jarmon.html
2616,Designers/All Designers/Tara Jarmon/Clothing/,1/2/1517/1898/2197/2616,/designers/all-designers/tara-jarmon/clothing.html
2201,Designers/All Designers/Textile By Elizabeth And James/,1/2/1517/1898/2201,/designers/all-designers/textile-by-elizabeth-and-james.html
2202,Designers/All Designers/Thakoon Addition/,1/2/1517/1898/2202,/designers/all-designers/thakoon-addition.html
2582,Designers/All Designers/Thakoon Addition/Clothing/,1/2/1517/1898/2202/2582,/designers/all-designers/thakoon-addition/clothing.html
2203,Designers/All Designers/The Battalion/,1/2/1517/1898/2203,/designers/all-designers/the-battalion.html
2204,Designers/All Designers/The Squad/,1/2/1517/1898/2204,/designers/all-designers/the-squad.html
2206,Designers/All Designers/Theory/,1/2/1517/1898/2206,/designers/all-designers/theory.html
2580,Designers/All Designers/Theory/Clothing/,1/2/1517/1898/2206/2580,/designers/all-designers/theory/clothing.html
2207,Designers/All Designers/Theyskens' Theory/,1/2/1517/1898/2207,/designers/all-designers/theyskens-theory.html
2586,Designers/All Designers/Theyskens' Theory/Clothing/,1/2/1517/1898/2207/2586,/designers/all-designers/theyskens-theory/clothing.html
2208,Designers/All Designers/Time's Arrow/,1/2/1517/1898/2208,/designers/all-designers/times-arrow.html
2656,Designers/All Designers/Time's Arrow/Handbags/,1/2/1517/1898/2208/2656,/designers/all-designers/times-arrow/handbags.html
2195,Designers/All Designers/Tkees/,1/2/1517/1898/2195,/designers/all-designers/tkees.html
2624,Designers/All Designers/Tkees/Shoes/,1/2/1517/1898/2195/2624,/designers/all-designers/tkees/shoes.html
2211,Designers/All Designers/Tsumori Chisato/,1/2/1517/1898/2211,/designers/all-designers/tsumori-chisato.html
2212,Designers/All Designers/Tsuyumi/,1/2/1517/1898/2212,/designers/all-designers/tsuyumi.html
2218,Designers/All Designers/Upstate/,1/2/1517/1898/2218,/designers/all-designers/upstate.html
2214,Designers/All Designers/Uzi/,1/2/1517/1898/2214,/designers/all-designers/uzi.html
2222,Designers/All Designers/Vanessa Bruno Athé/,1/2/1517/1898/2222,/designers/all-designers/vanessa-bruno-athe.html
2221,Designers/All Designers/Vanessa Bruno/,1/2/1517/1898/2221,/designers/all-designers/vanessa-bruno.html
2606,Designers/All Designers/Vanessa Bruno/Clothing/,1/2/1517/1898/2221/2606,/designers/all-designers/vanessa-bruno/clothing.html
2644,Designers/All Designers/Vanessa Bruno/Handbags/,1/2/1517/1898/2221/2644,/designers/all-designers/vanessa-bruno/handbags.html
2223,Designers/All Designers/Vanessa Mooney/,1/2/1517/1898/2223,/designers/all-designers/vanessa-mooney.html
2224,Designers/All Designers/Veda/,1/2/1517/1898/2224,/designers/all-designers/veda.html
2228,Designers/All Designers/Vince/,1/2/1517/1898/2228,/designers/all-designers/vince.html
2590,Designers/All Designers/Vince/Clothing/,1/2/1517/1898/2228/2590,/designers/all-designers/vince/clothing.html
2229,Designers/All Designers/Vita Fede/,1/2/1517/1898/2229,/designers/all-designers/vita-fede.html
2220,Designers/All Designers/Vpl X Otte/,1/2/1517/1898/2220,/designers/all-designers/vpl-x-otte.html
2219,Designers/All Designers/Vpl/,1/2/1517/1898/2219,/designers/all-designers/vpl.html
2231,Designers/All Designers/Westward Leaning/,1/2/1517/1898/2231,/designers/all-designers/westward-leaning.html
2232,Designers/All Designers/Whetherly/,1/2/1517/1898/2232,/designers/all-designers/whetherly.html
2233,Designers/All Designers/Wilt/,1/2/1517/1898/2233,/designers/all-designers/wilt.html
2234,Designers/All Designers/Woman By Common Projects/,1/2/1517/1898/2234,/designers/all-designers/woman-by-common-projects.html
2639,Designers/All Designers/Woman By Common Projects/Shoes/,1/2/1517/1898/2234/2639,/designers/all-designers/woman-by-common-projects/shoes.html
2235,Designers/All Designers/Woolrich/,1/2/1517/1898/2235,/designers/all-designers/woolrich.html
2607,Designers/All Designers/Woolrich/Clothing/,1/2/1517/1898/2235/2607,/designers/all-designers/woolrich/clothing.html
2230,Designers/All Designers/Wwake/,1/2/1517/1898/2230,/designers/all-designers/wwake.html
2238,Designers/All Designers/Yochi Design/,1/2/1517/1898/2238,/designers/all-designers/yochi-design.html
2240,Designers/All Designers/Yves Salomon/,1/2/1517/1898/2240,/designers/all-designers/yves-salomon.html
2612,Designers/All Designers/Yves Salomon/Clothing/,1/2/1517/1898/2240/2612,/designers/all-designers/yves-salomon/clothing.html
2241,Designers/All Designers/Zinga Cashmere/,1/2/1517/1898/2241,/designers/all-designers/zinga-cashmere.html
1602,New/,1/2/1602,/new.html
18,New/Accessories/,1/2/1602/18,/new/accessories.html
77,New/Best Sellers/,1/2/1602/77,/new/best-sellers.html
64,New/Clothing/,1/2/1602/64,/new/clothing.html
1896,New/Handbags/,1/2/1602/1896,/new/handbags.html
46,New/Jewelry/,1/2/1602/46,/new/jewelry.html
1863,New/Last Week/,1/2/1602/1863,/new/last-week.html
1864,New/New Designers/,1/2/1602/1864,/new/new-designers.html
1622,New/Shoes/,1/2/1602/1622,/new/shoes.html
19,New/Shop/Accessories/Belts/,1/2/1602/34/42/19,/new/shop/accessories/belts.html
22,New/Shop/Accessories/Eyewear/,1/2/1602/34/42/22,/new/shop/accessories/eyewear.html
24,New/Shop/Accessories/Hats/,1/2/1602/34/42/24,/new/shop/accessories/hats.html
21,New/Shop/Accessories/Scarves/,1/2/1602/34/42/21,/new/shop/accessories/scarves.html
23,New/Shop/Accessories/Wallets/,1/2/1602/34/42/23,/new/shop/accessories/wallets.html
39,New/Shop/Clothing/Bottoms/,1/2/1602/34/40/39,/new/shop/clothing/bottoms.html
38,New/Shop/Clothing/Dresses/,1/2/1602/34/40/38,/new/shop/clothing/dresses.html
37,New/Shop/Clothing/Jackets/,1/2/1602/34/40/37,/new/shop/clothing/jackets.html
5,New/Shop/Clothing/Pants/,1/2/1602/34/40/5,/new/shop/clothing/pants.html
6,New/Shop/Clothing/Skirts/,1/2/1602/34/40/6,/new/shop/clothing/skirts.html
36,New/Shop/Clothing/Sweaters/,1/2/1602/34/40/36,/new/shop/clothing/sweaters.html
35,New/Shop/Clothing/Tops/,1/2/1602/34/40/35,/new/shop/clothing/tops.html
26,New/Shop/Jewelry/,1/2/1602/34/26,/new/shop/jewelry.html
27,New/Shop/Jewelry/Bracelets/,1/2/1602/34/26/27,/new/shop/jewelry/bracelets.html
28,New/Shop/Jewelry/Earrings/,1/2/1602/34/26/28,/new/shop/jewelry/earrings.html
29,New/Shop/Jewelry/Necklaces/,1/2/1602/34/26/29,/new/shop/jewelry/necklaces.html
30,New/Shop/Jewelry/Rings/,1/2/1602/34/26/30,/new/shop/jewelry/rings.html
1862,New/This Week/,1/2/1602/1862,/new/this-week.html
72,Sale/,1/2/72,/sale.html
524,Sale/30%/,1/2/72/524,/sale/30percent.html
74,Sale/50%/,1/2/72/74,/sale/50percent.html
75,Sale/70%/,1/2/72/75,/sale/70percent.html
1883,Sale/Accessories/,1/2/72/1883,/sale/accessories.html
1879,Sale/Clothing/,1/2/72/1879,/sale/clothing.html
2243,Sale/Designers/,1/2/72/2243,/sale/designers.html
2245,Sale/Designers/10 Crosby Derek Lam/,1/2/72/2243/2245,/sale/designers/10-crosby-derek-lam.html
2246,Sale/Designers/12th Street By Cynthia Vincent/,1/2/72/2243/2246,/sale/designers/12th-street-by-cynthia-vincent.html
2248,Sale/Designers/360 Cashmere/,1/2/72/2243/2248,/sale/designers/360-cashmere.html
2249,Sale/Designers/360 Sweater/,1/2/72/2243/2249,/sale/designers/360-sweater.html
2250,Sale/Designers/3x1/,1/2/72/2243/2250,/sale/designers/3x1.html
2252,Sale/Designers/A Piece Apart/,1/2/72/2243/2252,/sale/designers/a-piece-apart.html
2254,Sale/Designers/Ab A Brand Apart/,1/2/72/2243/2254,/sale/designers/ab-a-brand-apart.html
2257,Sale/Designers/Acne Studios/,1/2/72/2243/2257,/sale/designers/acne-studios.html
2253,Sale/Designers/A.L.C/,1/2/72/2243/2253,/sale/designers/alc.html
2258,Sale/Designers/Alexander Wang/,1/2/72/2243/2258,/sale/designers/alexander-wang.html
2259,Sale/Designers/Alexia/,1/2/72/2243/2259,/sale/designers/alexia.html
2260,Sale/Designers/Alexis Bittar/,1/2/72/2243/2260,/sale/designers/alexis-bittar.html
2261,Sale/Designers/American Colors/,1/2/72/2243/2261,/sale/designers/american-colors.html
2262,Sale/Designers/Ancient Greek Sandals/,1/2/72/2243/2262,/sale/designers/ancient-greek-sandals.html
2266,Sale/Designers/Arielle De Pinto/,1/2/72/2243/2266,/sale/designers/arielle-de-pinto.html
2269,Sale/Designers/Attic And Barn/,1/2/72/2243/2269,/sale/designers/attic-and-barn.html
2270,Sale/Designers/Autumn Cashmere/,1/2/72/2243/2270,/sale/designers/autumn-cashmere.html
2273,Sale/Designers/Bella Jones/,1/2/72/2243/2273,/sale/designers/bella-jones.html
2274,Sale/Designers/Belle By Sigerson Morrison/,1/2/72/2243/2274,/sale/designers/belle-by-sigerson-morrison.html
2271,Sale/Designers/Blk Opm/,1/2/72/2243/2271,/sale/designers/blk-opm.html
2279,Sale/Designers/Bluma Project/,1/2/72/2243/2279,/sale/designers/bluma-project.html
2282,Sale/Designers/Cacharel/,1/2/72/2243/2282,/sale/designers/cacharel.html
2284,Sale/Designers/Canada Goose/,1/2/72/2243/2284,/sale/designers/canada-goose.html
2285,Sale/Designers/Carven/,1/2/72/2243/2285,/sale/designers/carven.html
2288,Sale/Designers/Cats Tsumori Chisato/,1/2/72/2243/2288,/sale/designers/cats-tsumori-chisato.html
2289,Sale/Designers/Chan Luu/,1/2/72/2243/2289,/sale/designers/chan-luu.html
2292,Sale/Designers/Chinti And Parker/,1/2/72/2243/2292,/sale/designers/chinti-and-parker.html
2295,Sale/Designers/Citizens Of Humanity/,1/2/72/2243/2295,/sale/designers/citizens-of-humanity.html
2296,Sale/Designers/Clare V./,1/2/72/2243/2296,/sale/designers/clare-v.html
2297,Sale/Designers/Clover Canyon/,1/2/72/2243/2297,/sale/designers/clover-canyon.html
2302,Sale/Designers/Cooper & Ella/,1/2/72/2243/2302,/sale/designers/cooper-and-ella.html
2304,Sale/Designers/Cotton Citizen/,1/2/72/2243/2304,/sale/designers/cotton-citizen.html
2306,Sale/Designers/Crezus/,1/2/72/2243/2306,/sale/designers/crezus.html
2307,Sale/Designers/Current/Elliott/,1/2/72/2243/2307,/sale/designers/current/elliott.html
2311,Sale/Designers/Dannijo/,1/2/72/2243/2311,/sale/designers/dannijo.html
2315,Sale/Designers/Deepa Gurnani/,1/2/72/2243/2315,/sale/designers/deepa-gurnani.html
2317,Sale/Designers/Demy Lee/,1/2/72/2243/2317,/sale/designers/demy-lee.html
2322,Sale/Designers/Elizabeth And James/,1/2/72/2243/2322,/sale/designers/elizabeth-and-james.html
2325,Sale/Designers/Enza Costa/,1/2/72/2243/2325,/sale/designers/enza-costa.html
2327,Sale/Designers/Equipment /,1/2/72/2243/2327,/sale/designers/equipment-.html
2329,Sale/Designers/Étoile Isabel Marant /,1/2/72/2243/2329,/sale/designers/etoile-isabel-marant-.html
2330,Sale/Designers/Etten Eller/,1/2/72/2243/2330,/sale/designers/etten-eller.html
2331,Sale/Designers/Exquisite J/,1/2/72/2243/2331,/sale/designers/exquisite-j.html
2333,Sale/Designers/Falconiere/,1/2/72/2243/2333,/sale/designers/falconiere.html
2334,Sale/Designers/Faliero Sarti/,1/2/72/2243/2334,/sale/designers/faliero-sarti.html
2335,Sale/Designers/Fallon/,1/2/72/2243/2335,/sale/designers/fallon.html
2338,Sale/Designers/Fine Collection/,1/2/72/2243/2338,/sale/designers/fine-collection.html
2332,Sale/Designers/Fst/,1/2/72/2243/2332,/sale/designers/fst.html
2343,Sale/Designers/G1/,1/2/72/2243/2343,/sale/designers/g1.html
2347,Sale/Designers/Giada Forte/,1/2/72/2243/2347,/sale/designers/giada-forte.html
2350,Sale/Designers/Girl. By Band Of Outsiders/,1/2/72/2243/2350,/sale/designers/girl-by-band-of-outsiders.html
2351,Sale/Designers/Golden Goose/,1/2/72/2243/2351,/sale/designers/golden-goose.html
2352,Sale/Designers/Golden Lane/,1/2/72/2243/2352,/sale/designers/golden-lane.html
2354,Sale/Designers/Great By Sandie/,1/2/72/2243/2354,/sale/designers/great-by-sandie.html
2357,Sale/Designers/Helmut Lang/,1/2/72/2243/2357,/sale/designers/helmut-lang.html
2356,Sale/Designers/Helmut/,1/2/72/2243/2356,/sale/designers/helmut.html
2365,Sale/Designers/Inhabit/,1/2/72/2243/2365,/sale/designers/inhabit.html
2362,Sale/Designers/Iro/,1/2/72/2243/2362,/sale/designers/iro.html
2367,Sale/Designers/Isabel Marant/,1/2/72/2243/2367,/sale/designers/isabel-marant.html
2369,Sale/Designers/J Brand/,1/2/72/2243/2369,/sale/designers/j-brand.html
2376,Sale/Designers/Jean Louis Blin/,1/2/72/2243/2376,/sale/designers/jean-louis-blin.html
2381,Sale/Designers/Jil Sander Navy/,1/2/72/2243/2381,/sale/designers/jil-sander-navy.html
2383,Sale/Designers/Joie/,1/2/72/2243/2383,/sale/designers/joie.html
2385,Sale/Designers/Joomi Lim/,1/2/72/2243/2385,/sale/designers/joomi-lim.html
2388,Sale/Designers/Kbl/,1/2/72/2243/2388,/sale/designers/kbl.html
2392,Sale/Designers/Kelly Wearstler/,1/2/72/2243/2392,/sale/designers/kelly-wearstler.html
2394,Sale/Designers/Kenzo/,1/2/72/2243/2394,/sale/designers/kenzo.html
2396,Sale/Designers/L'agence/,1/2/72/2243/2396,/sale/designers/lagence.html
2402,Sale/Designers/Lauren Merkin/,1/2/72/2243/2402,/sale/designers/lauren-merkin.html
2404,Sale/Designers/Leenoy/,1/2/72/2243/2404,/sale/designers/leenoy.html
2406,Sale/Designers/Leon & Harper/,1/2/72/2243/2406,/sale/designers/leon-and-harper.html
2413,Sale/Designers/Loeffler Randall/,1/2/72/2243/2413,/sale/designers/loeffler-randall.html
2417,Sale/Designers/Lyra Lovestar By Crystal Streets/,1/2/72/2243/2417,/sale/designers/lyra-lovestar-by-crystal-streets.html
2422,Sale/Designers/Mackage/,1/2/72/2243/2422,/sale/designers/mackage.html
2424,Sale/Designers/Mademoiselle Tara/,1/2/72/2243/2424,/sale/designers/mademoiselle-tara.html
2427,Sale/Designers/Maison Boinet/,1/2/72/2243/2427,/sale/designers/maison-boinet.html
2428,Sale/Designers/Maison Scotch/,1/2/72/2243/2428,/sale/designers/maison-scotch.html
2431,Sale/Designers/Maria Francesca Pepe/,1/2/72/2243/2431,/sale/designers/maria-francesca-pepe.html
2435,Sale/Designers/Mason/,1/2/72/2243/2435,/sale/designers/mason.html
2437,Sale/Designers/Mathias Chaize/,1/2/72/2243/2437,/sale/designers/mathias-chaize.html
2438,Sale/Designers/Mcq Alexander Mcqueen/,1/2/72/2243/2438,/sale/designers/mcq-alexander-mcqueen.html
2439,Sale/Designers/Meg Cohen/,1/2/72/2243/2439,/sale/designers/meg-cohen.html
2419,Sale/Designers/Mm6/,1/2/72/2243/2419,/sale/designers/mm6.html
2447,Sale/Designers/Morgan Carper/,1/2/72/2243/2447,/sale/designers/morgan-carper.html
2448,Sale/Designers/Mother/,1/2/72/2243/2448,/sale/designers/mother.html
2420,Sale/Designers/Msgm/,1/2/72/2243/2420,/sale/designers/msgm.html
2449,Sale/Designers/Muse Of Love/,1/2/72/2243/2449,/sale/designers/muse-of-love.html
2450,Sale/Designers/My Line/,1/2/72/2243/2450,/sale/designers/my-line.html
2453,Sale/Designers/Nicholas/,1/2/72/2243/2453,/sale/designers/nicholas.html
2452,Sale/Designers/Nsf/,1/2/72/2243/2452,/sale/designers/nsf.html
2460,Sale/Designers/Opening Ceremony/,1/2/72/2243/2460,/sale/designers/opening-ceremony.html
2463,Sale/Designers/Organic/,1/2/72/2243/2463,/sale/designers/organic.html
2464,Sale/Designers/Otte New York/,1/2/72/2243/2464,/sale/designers/otte-new-york.html
2466,Sale/Designers/Pamela Love/,1/2/72/2243/2466,/sale/designers/pamela-love.html
2467,Sale/Designers/Parker/,1/2/72/2243/2467,/sale/designers/parker.html
2472,Sale/Designers/Peter Jensen/,1/2/72/2243/2472,/sale/designers/peter-jensen.html
2476,Sale/Designers/Pierre Balmain/,1/2/72/2243/2476,/sale/designers/pierre-balmain.html
2481,Sale/Designers/Portolano/,1/2/72/2243/2481,/sale/designers/portolano.html
2485,Sale/Designers/R & R Surplus/,1/2/72/2243/2485,/sale/designers/r-and-r-surplus.html
2486,Sale/Designers/R13/,1/2/72/2243/2486,/sale/designers/r13.html
2489,Sale/Designers/Rachel Comey/,1/2/72/2243/2489,/sale/designers/rachel-comey.html
2490,Sale/Designers/Rag & Bone/,1/2/72/2243/2490,/sale/designers/rag-and-bone.html
2494,Sale/Designers/Repetto/,1/2/72/2243/2494,/sale/designers/repetto.html
2499,Sale/Designers/Robert Clergerie/,1/2/72/2243/2499,/sale/designers/robert-clergerie.html
2504,Sale/Designers/Roseanna/,1/2/72/2243/2504,/sale/designers/roseanna.html
2488,Sale/Designers/Rvn/,1/2/72/2243/2488,/sale/designers/rvn.html
2509,Sale/Designers/See By Chloe/,1/2/72/2243/2509,/sale/designers/see-by-chloe.html
2510,Sale/Designers/Sessùn/,1/2/72/2243/2510,/sale/designers/sessun.html
2512,Sale/Designers/Sigerson Morrison/,1/2/72/2243/2512,/sale/designers/sigerson-morrison.html
2517,Sale/Designers/Smythe/,1/2/72/2243/2517,/sale/designers/smythe.html
2520,Sale/Designers/Splendid/,1/2/72/2243/2520,/sale/designers/splendid.html
2522,Sale/Designers/Steven Alan/,1/2/72/2243/2522,/sale/designers/steven-alan.html
2527,Sale/Designers/Suno/,1/2/72/2243/2527,/sale/designers/suno.html
2530,Sale/Designers/T By Alexander Wang/,1/2/72/2243/2530,/sale/designers/t-by-alexander-wang.html
2538,Sale/Designers/Thakoon Addition/,1/2/72/2243/2538,/sale/designers/thakoon-addition.html
2542,Sale/Designers/Theory/,1/2/72/2243/2542,/sale/designers/theory.html
2543,Sale/Designers/Theyskens' Theory/,1/2/72/2243/2543,/sale/designers/theyskens-theory.html
2544,Sale/Designers/Time's Arrow/,1/2/72/2243/2544,/sale/designers/times-arrow.html
2531,Sale/Designers/Tkees/,1/2/72/2243/2531,/sale/designers/tkees.html
2547,Sale/Designers/Tsumori Chisato/,1/2/72/2243/2547,/sale/designers/tsumori-chisato.html
2548,Sale/Designers/Tsuyumi/,1/2/72/2243/2548,/sale/designers/tsuyumi.html
2550,Sale/Designers/Uzi/,1/2/72/2243/2550,/sale/designers/uzi.html
2558,Sale/Designers/Vanessa Bruno Athé/,1/2/72/2243/2558,/sale/designers/vanessa-bruno-athe.html
2557,Sale/Designers/Vanessa Bruno/,1/2/72/2243/2557,/sale/designers/vanessa-bruno.html
2559,Sale/Designers/Vanessa Mooney/,1/2/72/2243/2559,/sale/designers/vanessa-mooney.html
2564,Sale/Designers/Vince/,1/2/72/2243/2564,/sale/designers/vince.html
2556,Sale/Designers/Vpl X Otte/,1/2/72/2243/2556,/sale/designers/vpl-x-otte.html
2555,Sale/Designers/Vpl/,1/2/72/2243/2555,/sale/designers/vpl.html
2569,Sale/Designers/Wilt/,1/2/72/2243/2569,/sale/designers/wilt.html
2570,Sale/Designers/Woman By Common Projects/,1/2/72/2243/2570,/sale/designers/woman-by-common-projects.html
2574,Sale/Designers/Yochi Design/,1/2/72/2243/2574,/sale/designers/yochi-design.html
2576,Sale/Designers/Yves Salomon/,1/2/72/2243/2576,/sale/designers/yves-salomon.html
2577,Sale/Designers/Zinga Cashmere/,1/2/72/2243/2577,/sale/designers/zinga-cashmere.html
1880,Sale/Handbags/,1/2/72/1880,/sale/handbags.html
1882,Sale/Jewelry/,1/2/72/1882,/sale/jewelry.html
1878,Sale/New To Sale/,1/2/72/1878,/sale/new-to-sale.html
1881,Sale/Shoes/,1/2/72/1881,/sale/shoes.html
1587,Seasonal Category/,1/2/1587,/seasonal-category.html
1815,Seasonal Category/Featured Picks/,1/2/1587/1815,/seasonal-category/featured-picks.html
1817,Seasonal Category/Featured Picks/All That Shines/,1/2/1587/1815/1817,/seasonal-category/featured-picks/all-that-shines.html
1818,Seasonal Category/Featured Picks/Cold Weather Essentials/,1/2/1587/1815/1818,/seasonal-category/featured-picks/cold-weather-essentials.html
1816,Seasonal Category/Featured Picks/Dainty Fine Jewelry/,1/2/1587/1815/1816,/seasonal-category/featured-picks/dainty-fine-jewelry.html
1819,Seasonal Category/Featured Picks/Into The Wild/,1/2/1587/1815/1819,/seasonal-category/featured-picks/into-the-wild.html
1820,Seasonal Category/Featured Picks/Made In The Usa/,1/2/1587/1815/1820,/seasonal-category/featured-picks/made-in-the-usa.html
1860,Seasonal Category/Gifts By Price/,1/2/1587/1860,/seasonal-category/gifts-by-price.html
1588,Seasonal Category/Gifts By Price/Under $200/,1/2/1587/1860/1588,/seasonal-category/gifts-by-price/under-200.html
1861,Seasonal Category/Gifts By Price/Under $50/,1/2/1587/1860/1861,/seasonal-category/gifts-by-price/under-50.html
1589,Seasonal Category/Gifts By Price/Under $500/,1/2/1587/1860/1589,/seasonal-category/gifts-by-price/under-500.html
1631,Seasonal Category/Last Minutes Gifts/,1/2/1587/1631,/seasonal-category/last-minutes-gifts.html
1858,Seasonal Category/Last Minutes Gifts/For The Leather Lover/,1/2/1587/1631/1858,/seasonal-category/last-minutes-gifts/for-the-leather-lover.html
1772,Seasonal Category/Last Minutes Gifts/Gift Cards/,1/2/1587/1631/1772,/seasonal-category/last-minutes-gifts/gift-cards.html
1857,Seasonal Category/Last Minutes Gifts/Help Them Stay Organized/,1/2/1587/1631/1857,/seasonal-category/last-minutes-gifts/help-them-stay-organized.html
1856,Seasonal Category/Last Minutes Gifts/Small Luxuries/,1/2/1587/1631/1856,/seasonal-category/last-minutes-gifts/small-luxuries.html
1859,Seasonal Category/Last Minutes Gifts/To Keep.../,1/2/1587/1631/1859,/seasonal-category/last-minutes-gifts/to-keep.html
34,Shop/,1/2/34,/shop.html
42,Shop/Accessories/,1/2/34/42,/shop/accessories.html
544,Shop/Accessories/Beauty/,1/2/34/42/544,/shop/accessories/beauty.html
1874,Shop/Accessories/Gift Ideas/,1/2/34/42/1874,/shop/accessories/gift-ideas.html
542,Shop/Accessories/Gloves/,1/2/34/42/542,/shop/accessories/gloves.html
1873,Shop/Accessories/Home/,1/2/34/42/1873,/shop/accessories/home.html
120,Shop/Accessories/Legwear/,1/2/34/42/120,/shop/accessories/legwear.html
40,Shop/Clothing/,1/2/34/40,/shop/clothing.html
51,Shop/Clothing/Coats/,1/2/34/40/51,/shop/clothing/coats.html
1869,Shop/Clothing/Intimates/,1/2/34/40/1869,/shop/clothing/intimates.html
49,Shop/Clothing/Jumpsuits/,1/2/34/40/49,/shop/clothing/jumpsuits.html
1603,Shop/Clothing/Shorts/,1/2/34/40/1603,/shop/clothing/shorts.html
95,Shop/Handbags/,1/2/34/95,/shop/handbags.html
1617,Shop/Handbags/Clutches/,1/2/34/95/1617,/shop/handbags/clutches.html
1623,Shop/Handbags/Shoulder Bags/,1/2/34/95/1623,/shop/handbags/shoulder-bags.html
1616,Shop/Handbags/Totes/,1/2/34/95/1616,/shop/handbags/totes.html
1870,Shop/Handbags/Wallets/,1/2/34/95/1870,/shop/handbags/wallets.html
1875,Shop/Lookbooks/,1/2/34/1875,/shop/lookbooks.html
1877,Shop/Lookbooks/2014/,1/2/34/1875/1877,/shop/lookbooks/2014.html
1876,Shop/Lookbooks/Otte Signature Spring/,1/2/34/1875/1876,/shop/lookbooks/otte-signature-spring.html
43,Shop/Shoes/,1/2/34/43,/shop/shoes.html
1625,Shop/Shoes/Boots/,1/2/34/43/1625,/shop/shoes/boots.html
1624,Shop/Shoes/Flats/,1/2/34/43/1624,/shop/shoes/flats.html
1626,Shop/Shoes/Heels/,1/2/34/43/1626,/shop/shoes/heels.html
1692,Shop/Shoes/Sandals/,1/2/34/43/1692,/shop/shoes/sandals.html
949,Shop/Style Digest/,1/2/34/949,/shop/style-digest.html
1846,Shop/Style Digest/Buyer's Picks For Paris/,1/2/34/949/1846,/shop/style-digest/buyers-picks-for-paris.html
1865,Shop/Style Digest/Style Digest 1/,1/2/34/949/1865,/shop/style-digest/style-digest-1.html
1866,Shop/Style Digest/Style Digest 2/,1/2/34/949/1866,/shop/style-digest/style-digest-2.html
1884,Studio/,1/2/1884,/studio.html
1888,Studio/Lookbooks/,1/2/1884/1888,/studio/lookbooks.html
1890,Studio/Lookbooks/2014/,1/2/1884/1888/1890,/studio/lookbooks/2014.html
1889,Studio/Lookbooks/Otte Signature Spring/,1/2/1884/1888/1889,/studio/lookbooks/otte-signature-spring.html
1885,Studio/Style Digest /,1/2/1884/1885,/studio/style-digest-.html
1886,Studio/Style Digest /Style Digest 1/,1/2/1884/1885/1886,/studio/style-digest-/style-digest-1.html
1887,Studio/Style Digest /Style Digest 2/,1/2/1884/1885/1887,/studio/style-digest-/style-digest-2.html
1891,Studio/Tastemakers/,1/2/1884/1891,/studio/tastemakers.html
1892,Studio/Tastemakers/Tastemakers 1/,1/2/1884/1891/1892,/studio/tastemakers/tastemakers-1.html
1893,Studio/Tastemakers/Tastemakers 2/,1/2/1884/1891/1893,/studio/tastemakers/tastemakers-2.html
1894,Studio/Tastemakers/Tastemakers 3/,1/2/1884/1891/1894,/studio/tastemakers/tastemakers-3.html
1895,Studio/Tastemakers/Tastemakers 4/,1/2/1884/1891/1895,/studio/tastemakers/tastemakers-4.html
1047,Style Digest/Shop Style Digest/,1/2/949/1047,/style-digest/shop-style-digest.html
1020,Style Digest/Shop Style Digest/Anchors Away/,1/2/949/1047/1020,/style-digest/shop-style-digest/anchors-away.html
1513,Style Digest/Shop Style Digest/Beet Salad/,1/2/949/1047/1513,/style-digest/shop-style-digest/beet-salad.html
1516,Style Digest/Shop Style Digest/Bohemian Rhapsody/,1/2/949/1047/1516,/style-digest/shop-style-digest/bohemian-rhapsody.html
1515,Style Digest/Shop Style Digest/Cat Power/,1/2/949/1047/1515,/style-digest/shop-style-digest/cat-power.html
1527,Style Digest/Shop Style Digest/Chroma Key/,1/2/949/1047/1527,/style-digest/shop-style-digest/chroma-key.html
1543,Style Digest/Shop Style Digest/Colored Denim/,1/2/949/1047/1543,/style-digest/shop-style-digest/colored-denim.html
1495,Style Digest/Shop Style Digest/Cosmic Latte/,1/2/949/1047/1495,/style-digest/shop-style-digest/cosmic-latte.html
1019,Style Digest/Shop Style Digest/Country Strong/,1/2/949/1047/1019,/style-digest/shop-style-digest/country-strong.html
1028,Style Digest/Shop Style Digest/Cut it Out/,1/2/949/1047/1028,/style-digest/shop-style-digest/cut-it-out.html
